fragment_id,time_point,acc_x,acc_y,acc_z,acc_xg,acc_yg,acc_zg,behavior_id
0,4168,0,0,-0.4,0.7,4.8,8.3,0
0,4251,-0.1,0,0,0.5,4.7,8.8,0
0,4336,0,0,0,0.5,4.7,8.5,0
0,4421,0,0,0,0.7,4.7,8.4,0
0,4505,0,0,-0.1,0.7,4.7,8.5,0
0,4596,0,0.1,0.2,0.6,4.7,8.8,0
0,4681,-0.1,0,0,0.7,4.6,8.5,0
0,4768,-0.2,-0.1,0.2,0.9,4.8,8.6,0
0,4853,-0.1,-0.1,0,0.8,4.7,7.9,0
0,4951,0.3,0.1,0.1,0.8,4.7,8.6,0
1,58,-0.1,0,0.3,0.8,5.1,8.9,0
1,146,0.1,0,0,0.8,5,8.4,0
1,233,0,0.1,0.3,0.9,4.9,8.3,0
1,322,0,0,-0.1,0.8,5.1,8.1,0
1,408,-0.1,0,0.2,0.7,5,8.5,0
1,491,0,0,0.1,0.7,5,8.3,0
1,579,0,0,0,0.7,5,8.4,0
1,666,-0.1,0,0.1,0.7,5,8.5,0
1,749,0.1,-0.1,0.1,0.6,5,8.1,0
1,839,-0.2,0.1,0.1,0.4,5,8.4,0
1,927,-0.1,0,0.1,0.5,5,8.4,0
1,1013,0,0,-0.2,0.6,4.9,8.3,0
1,1101,0,0.1,0.1,0.6,5,8.4,0
1,1185,0,0,0.1,0.6,4.9,8.4,0
1,1274,0,0,0.1,0.6,4.9,8.4,0
1,1358,0.1,0,0.1,0.6,4.9,8.5,0
1,1442,0,0,0,0.5,4.8,8.6,0
1,1542,0,0,-0.2,0.7,4.8,8.4,0
1,1626,0,0,0,0.8,4.8,8.7,0
1,1724,-0.1,0,-0.1,0.7,4.8,8.6,0
1,1808,0,0,0.1,0.8,4.8,8.7,0
1,1893,0.1,0,0,0.8,4.8,8.6,0
1,1981,0,0,0.1,0.8,4.7,8.7,0
1,2071,0,0,0.1,0.7,4.8,8.7,0
1,2164,0,0,0,0.7,4.8,8.6,0
1,2254,0,0,0.2,0.6,4.8,8.6,0
1,2340,0.1,0,-0.1,0.8,4.7,8.3,0
1,2423,0.1,0.1,0.1,0.6,4.8,8.4,0
1,2528,-0.1,0,0,0.7,4.8,8.2,0
1,2614,0.1,0.1,0.6,0.8,5,8.8,0
1,2703,-0.1,0.1,0.2,0.6,4.8,8.5,0
1,2792,0,-0.1,0.1,0.7,4.7,8.5,0
1,2884,-0.1,0.2,0,0.6,4.8,8.5,0
1,2978,-0.1,0.1,-0.1,0.7,4.8,8.5,0
1,3066,0.2,-0.1,0.4,0.9,4.7,8.7,0
1,3156,-0.2,0.1,0.4,0.8,4.9,9,0
1,3245,0,0,-0.2,0.7,4.8,8.1,0
1,3329,0.1,0,0.1,0.7,4.7,8.7,0
1,3414,0,0.1,0.1,0.6,4.8,8.7,0
1,3499,-0.1,0,0,0.7,4.7,8.5,0
1,3596,0,0,0.1,0.7,4.7,8.6,0
1,3682,0,0,0,0.7,4.7,8.6,0
1,3770,0.1,0,0.4,0.5,4.8,8.9,0
1,3857,-0.1,0.1,0.1,0.5,4.6,8.4,0
1,3945,0,0,0,0.7,4.7,8.5,0
1,4038,-0.1,0.1,0.2,0.6,4.8,8.2,0
1,4125,-0.2,0.1,0.3,0.4,4.8,8.6,0
1,4212,-0.5,0.1,-0.5,0.4,4.6,8.9,0
1,4326,-0.1,0.1,0.1,0.6,4.8,8.4,0
1,4411,-0.1,0,-0.1,0.7,4.7,8.4,0
1,4507,0.1,0,0.2,0.8,4.7,8.5,0
1,4594,-0.1,0.1,-0.2,0.8,4.7,8.3,0
1,4691,-0.1,0.1,0.5,0.5,4.7,9.4,0
1,4778,-0.1,0,0,0.7,4.8,8.4,0
1,4863,0.1,0,0.1,0.8,4.8,8.9,0
1,4962,0.1,0,0,1,5,8.2,0
2,17,0,0,-0.1,0.8,4.9,8.7,0
2,103,0.1,0,0.1,0.7,4.8,8.4,0
2,188,0,-0.1,-0.8,1,4.7,8,0
2,271,0.1,-0.2,0.3,1.1,5.1,9.2,0
2,367,-0.4,0.2,0.2,0.7,4.8,8.6,0
2,464,-0.2,0,0.1,0.9,4.8,8.5,0
2,560,0,0.1,0.3,0.8,4.8,8.9,0
2,645,0,0,0,0.7,4.8,8.3,0
2,730,0,0.1,0.2,0.7,4.8,8.8,0
2,822,0,0,0,0.7,4.8,8.5,0
2,909,0,0,0,0.7,4.9,8.6,0
2,1000,-0.2,0.1,0,0.6,4.8,8.4,0
2,1088,-0.1,0,0,0.5,4.8,8.4,0
2,1178,0,0,-0.1,0.6,4.8,8.4,0
2,1264,0,0.1,0,0.8,4.8,8.5,0
2,1347,0,0,0,0.7,4.8,8.6,0
2,1432,0.2,0.1,0,0.8,4.7,8.6,0
2,1518,-0.1,0.1,0.1,0.9,4.7,8.6,0
2,1608,0.1,-0.1,-0.2,0.7,4.8,7.9,0
2,1693,-0.1,0,0.2,0.5,4.8,8.7,0
2,1780,-0.2,-0.1,0.6,0.6,4.9,9.2,0
2,1870,0.1,-0.1,-0.1,0.6,4.8,8.5,0
2,1954,-0.1,0.1,0,0.5,4.8,8.6,0
2,2045,-0.4,0,-0.2,1.3,5.2,7.2,0
2,2131,0.1,-0.1,0.5,1.8,5.3,8.1,0
2,2230,0,0,-0.3,1,5.1,7.8,0
2,2321,-0.1,0.1,0.7,0.8,5.2,8.9,0
2,2415,-0.2,-0.1,-0.1,0.9,5.1,8.6,0
2,2511,0,0.1,0.2,0.8,5.2,8.3,0
2,2599,0,0,-0.1,1,5.2,7.8,0
2,2685,-0.1,0,-0.1,0.9,5.3,8.2,0
2,2773,-0.5,-0.3,0.6,1,5.3,8.8,0
2,2864,-0.1,0,0.2,1,5.3,8.3,0
2,2949,-0.1,0,-0.5,1.1,5.4,8.2,0
2,3034,0.4,-0.1,0,1.4,5.1,8,0
2,3118,-0.2,-0.1,0,0.6,5.2,8.4,0
2,3203,-0.4,0,0.4,0.5,5.3,8.5,0
2,3292,-0.4,0.2,-0.1,0.7,5.3,8.3,0
2,3377,0,0.1,-0.2,0.8,5.3,8.1,0
2,3461,0.3,-0.1,0.2,1.3,5,8.4,0
2,3546,-0.2,0.1,-0.3,0.7,5.2,7.7,0
2,3632,-0.5,0.1,0.4,0.4,5.1,8.3,0
2,3720,0.2,0,0.2,1.4,4.9,8.5,0
2,3804,0.6,-0.2,0.2,1.6,4.5,8.5,0
2,3889,0.4,0,-0.3,1.2,4.5,8.4,0
2,3980,-0.4,-0.3,1.2,0.8,4.5,9.8,0
2,4087,0.7,-0.6,-1.2,1.5,4.4,7.5,0
2,4180,-0.3,0.2,-1.3,0.6,5,7.3,0
2,4273,0,0.2,0.2,0.3,5.1,8.4,0
2,4361,0,0,0.1,0.6,4.9,8.4,0
2,4448,-0.2,0,-0.1,0.2,5,8.4,0
2,4533,0.2,0.2,0,0.6,5.1,8.4,0
2,4625,0.1,0.1,0.2,0.4,4.9,8.3,0
2,4713,0.1,0,0.3,0.4,4.9,8.8,0
2,4799,0.2,0,0.2,0.4,4.9,8.4,0
2,4887,-0.1,0,0.2,0.3,5,8.6,0
2,4993,0.1,-0.1,-0.6,0.3,4.9,8,0
3,85,0.1,0,-0.1,0.8,4.8,8.2,0
3,168,-0.1,0.1,-0.3,0.4,5.1,7.9,0
3,259,-0.1,0.1,0.2,0.3,5.1,8.6,0
3,345,0,0,0.1,0.2,5.2,8.3,0
3,442,0,0,-0.2,0.2,5.1,7.9,0
3,531,-0.2,0.2,-0.2,-0.5,5,9,0
3,616,0.1,-0.1,0,0.2,5,8.3,0
3,706,0.2,0,-0.4,0.4,5.1,7.9,0
3,802,-0.1,0,0.8,0.3,5.1,8.6,0
3,891,0,-0.1,-0.2,0.3,5,8.3,0
3,983,0.1,0,0,0.2,5.1,8.4,0
3,1069,0.2,0,0.2,0.6,5,8.9,0
3,1157,-0.1,0,0.2,0.5,5,8.5,0
3,1241,0.1,0,-0.2,0.4,5.1,8,0
3,1326,-0.4,0.3,-0.8,-0.6,5.1,9.1,0
3,1410,0,-0.1,-0.1,0,5.1,8,0
3,1509,0,0,0,0.1,5.3,8.1,0
3,1618,0.5,-0.1,0.3,0.7,5.4,7.7,0
3,1706,0,0,0.3,0.4,5.5,8.1,0
3,1796,-0.1,0,-0.4,0.1,5.3,8.2,0
3,1888,-0.1,-0.1,0,0.2,5.2,8.3,0
3,1980,0,0.1,-0.4,0.2,5.3,7.7,0
3,2065,0,0.1,0.6,0.2,5.3,9.1,0
3,2155,0,0,0,0.1,5.3,7.9,0
3,2245,-0.4,0.1,0.6,0,5.5,8.4,0
3,2342,0.4,-0.3,-0.2,0.4,5.2,8.5,0
3,2434,0.1,0,-0.2,0.2,5.2,7.9,0
3,2535,0.3,0,0,0.4,5,8.1,0
3,2630,0,-0.1,-0.3,0.5,5.1,8.2,0
3,2714,-0.1,0.1,0.5,0.3,5.1,8.8,0
3,2798,0.1,0,0,0.3,5,8.4,0
3,2888,0.2,-0.1,-0.1,0.7,5,8.3,0
3,2977,0,0,0.1,0.6,5.1,8.4,0
3,3061,0,0,-0.1,0.6,5,8.2,0
3,3153,-0.1,0.1,0.2,0.5,5,8.2,0
3,3238,0,0,0.1,0.5,5,8.4,0
3,3321,-0.1,0.1,0,0.5,5,8.4,0
3,3408,0,0,0.2,0.5,4.9,8.5,0
3,3492,0,0,-0.2,0.6,4.9,8,0
3,3578,-0.1,0,0,0.6,5,8.5,0
3,3663,0,0,-0.2,0.6,4.9,8.3,0
3,3750,0.1,0,0.3,0.5,4.9,8.1,0
3,3845,-0.2,0.4,0.9,0,5.3,8.6,0
3,3930,0.2,-0.1,-0.1,0.7,4.9,8.5,0
3,4030,-0.2,0,-0.2,0.4,4.9,8.6,0
3,4119,0,-0.1,1.5,0.8,4.6,9.5,0
3,4202,0.3,0,-0.4,1.2,4.5,7.5,0
3,4299,0.1,0.3,0.9,1.1,4.8,8.9,0
3,4388,0.1,0.1,0,0.8,4.8,8.1,0
3,4475,-0.2,0,-0.4,0.5,4.9,8.4,0
3,4561,-0.4,0.4,1.7,0.3,5.2,9.2,0
3,4664,-0.1,0,-0.6,0.6,4.8,7.7,0
3,4770,-0.3,0.1,1.4,0.7,5,8.6,0
3,4853,0.2,-0.1,-0.3,0.8,4.8,7.7,0
3,4995,0.1,0,0.7,0.7,4.9,8.8,0
4,78,0,0,-0.2,0.8,4.8,8.1,0
4,169,-0.2,0,0.1,0.8,4.8,8.7,0
4,252,0,0,-0.3,0.7,4.8,8.6,0
4,337,0.3,-0.1,-0.4,1.2,4.6,8.1,0
4,428,0.4,-0.2,0.5,0.7,4.7,8.6,0
4,518,0.1,0,0.1,0.6,4.8,8.6,0
4,604,0.1,0,-0.1,0.6,4.8,8.3,0
4,688,0.2,0.3,-0.5,0.9,4.8,8.1,0
4,784,0,0.1,0.4,1.5,3.7,9.2,0
4,876,-0.7,-0.1,0,0,4.1,9.6,0
4,964,0.1,-0.1,0.7,0.5,4.3,9.3,0
4,1049,0,0.1,-1.1,0.8,4.6,8.3,0
4,1135,-0.4,0.2,0,0.1,4.7,8.7,0
4,1238,-0.4,0.1,1.3,0,4.8,9.5,0
4,1324,-0.1,-0.1,0.1,0.8,4.8,8,0
4,1408,-0.4,-0.2,0.6,0.4,4.8,8.4,0
4,1500,0.1,0,0.2,1.1,4.8,8.3,0
4,1587,0.6,0,-0.4,1.3,4.5,8.2,0
4,1680,-1.3,-0.5,1.2,-0.3,4.9,10.4,0
4,1768,0.5,-0.4,-0.5,1.2,4.1,9.1,0
4,1853,-0.1,0.1,-1.1,0.5,4.7,7.4,0
4,1964,0.1,0,0.8,0.8,4.4,9.4,0
4,2049,-0.2,0.1,-0.3,0.7,4.5,8.2,0
4,2137,0.1,-0.1,-0.2,1,4.3,7.8,0
4,2222,-0.1,0.4,0.9,1.3,4.5,8.9,0
4,2308,-0.3,0.2,-1.4,0.8,4.3,8.5,0
4,2403,0,-0.3,0.5,0.5,4.4,9.4,0
4,2492,0.2,0,-0.2,0.4,4.5,8.5,0
4,2592,0.4,-0.1,-0.7,0.2,4.2,7.6,0
4,2703,-0.3,0.4,0.6,0.7,4.7,7.6,0
4,2790,0.3,-0.1,-0.1,0.7,4.7,8.7,0
4,2889,-0.2,0.2,0.3,0.3,4.8,9.2,0
4,2979,0.9,0,-0.3,1.5,4.4,9.1,0
4,3074,-0.4,0.4,1.8,0.1,5.2,9.9,0
4,3163,0.2,-0.2,0.2,0.7,4.5,8.8,0
4,3252,-0.2,0,0.4,0.7,4.5,8.7,0
4,3343,-0.3,0.1,0.3,0.3,4.7,8.8,0
4,3429,-0.1,0,-0.2,0.3,4.5,8.9,0
4,3543,0,-0.2,0.5,0.3,4.5,8.7,0
4,3626,0.2,-0.2,-0.8,-0.5,5.1,7.2,0
4,3726,0.3,0.1,-0.6,1,4.5,8.6,0
4,3808,0,-0.1,-0.9,0.7,4.7,7.5,0
4,3893,-0.3,0.1,0.1,0.1,4.9,8.6,0
4,3985,-0.1,0,0.5,0.7,4.7,9,0
4,4077,0.2,-0.1,0.5,1.2,4.6,9.7,0
4,4164,0,0,0.2,0.5,4.7,8.6,0
4,4248,0.1,0,-1.2,0.7,4.2,8.1,0
4,4345,0.4,-0.1,0.2,0.7,4.6,8.9,0
4,4432,0,0.1,-0.3,0.5,4.9,8.1,0
4,4517,0,-0.1,1,0.2,5.3,8.2,0
4,4608,0.4,0,-0.7,0.8,4.8,7.9,0
4,4701,0.2,-0.2,-1.7,0,5.3,5.8,0
4,4796,-0.3,0.6,1.4,0.3,5.1,9.6,0
4,4881,0.2,0,0.3,0.5,4.8,8.1,0
4,4967,-0.1,0.1,-0.2,0.6,4.8,8.6,0
5,54,0.2,0,0.2,0.7,4.5,8.8,0
5,140,0.1,0.1,0.2,0.7,4.9,8.7,0
5,234,-0.1,0.1,0.1,0.5,4.8,8.8,0
5,323,0.2,0.1,0.8,1.1,5.1,9.2,0
5,417,0.1,0,0.8,0.4,4.9,8.9,0
5,520,-0.2,0.1,0.6,0.3,4.9,8.8,0
5,619,-0.8,0.7,1.8,-0.8,6,9,0
5,703,0.1,0.1,0.3,1.1,4.9,7.4,0
5,787,-1.4,0.5,-0.4,0.2,5.4,7.8,0
5,887,0.2,0.1,1.3,0.8,4.9,9.8,0
5,978,-0.1,0,0,0.8,5.1,8.5,0
5,1061,-0.4,0,-0.7,0.3,5.2,7.2,0
5,1151,0.6,0.3,1,1.4,4.6,8.8,0
5,1243,-0.1,0.1,-0.3,0.9,4.9,7.7,0
5,1329,-0.1,0.1,0.3,0.9,4.9,9.1,0
5,1416,-0.1,0,0,0.5,4.8,8.5,0
5,1514,-0.1,0.1,0,0.5,5,8.5,0
5,1599,-0.1,0.1,0.3,0.7,4.9,8.6,0
5,1684,-0.3,0,-0.1,0.3,4.8,8.4,0
5,1768,0.6,-0.2,-1.2,0.8,4.6,7.7,0
5,1878,0.2,0,1.5,0.6,4.8,8.7,0
5,1977,0.6,0,-1.8,1,4.4,8.8,0
5,2075,0.2,0.3,2.1,-0.7,5.4,8.7,0
5,2168,0.2,-0.1,-0.9,0.3,4.7,8,0
5,2251,0,0.1,1,0.1,4.9,9.7,0
5,2334,0.4,-0.2,-0.2,0.4,4.7,8.4,0
5,2425,0,0,0,0.6,4.8,8.6,0
5,2510,-0.1,0.1,-0.1,0.5,4.8,8.4,0
5,2601,0.3,-0.1,0.2,0.7,4.7,9.1,0
5,2688,-0.1,0.2,-0.4,0.6,4.9,8.1,0
5,2774,0.2,-0.1,-0.2,0.9,4.4,8.9,0
5,2871,-0.1,-0.1,0.2,0.7,4.6,8.1,0
5,2997,0.4,0,0.1,0.9,4.3,9.2,0
5,3086,-0.1,0.3,-0.1,0.1,5,8,0
5,3188,0,0.1,0.2,0.7,4.8,8.5,0
5,3277,-0.5,-0.1,0.4,0.7,4.7,8.7,0
5,3366,-0.3,-0.1,0.6,0.5,4.8,8.8,0
5,3466,-0.2,-0.2,0.4,0.8,4.7,8.2,0
5,3555,-0.2,0,-0.1,0.6,4.8,8.3,0
5,3636,0,0.2,-1.4,0.2,4.3,8.6,0
5,3732,0.4,-0.2,0.2,0.7,4.5,8.8,0
5,3823,0.1,0,-0.2,0.6,4.7,8.7,0
5,3910,0.1,0.1,0.3,0.5,4.8,8.9,0
5,4022,0.2,0,0.1,0.8,4.8,8.3,0
5,4107,-0.6,0.5,0.9,0.4,5.1,8.9,0
5,4191,-0.2,-0.2,0.3,0.5,4.7,8.1,0
5,4284,-0.2,0,0.6,0.4,4.9,9.1,0
5,4376,0.2,-0.2,-0.1,0.7,4.6,8.3,0
5,4461,-0.3,0.3,-1.1,-0.8,4.4,9.3,0
5,4552,0.4,-0.2,-0.9,0.4,4.4,8.3,0
5,4637,-0.1,0,-0.9,0.5,4.7,7.4,0
5,4729,0,0,1.6,0.6,4.5,9.8,0
5,4816,0,-0.1,-0.8,0.8,4.4,7.3,0
5,4904,0.2,0.3,-0.1,0.9,4.5,8.2,0
5,4993,0,0.1,-0.4,0.6,4.7,7.7,0
6,25,0.4,0.1,0.6,1,4.2,9,0
6,109,0.4,0.3,0.5,0.9,4.6,8.6,0
6,194,-0.2,-0.1,-0.1,0,4.8,9.1,0
6,281,0,0,0.2,0.2,4.7,8.9,0
6,373,0.3,-0.2,-0.4,0.5,4.6,8.1,0
6,463,-1.8,-0.1,-0.2,-1.2,5.2,9.6,0
6,557,0.5,-0.5,0.3,0.3,4.3,9.1,0
6,643,0.3,0.2,0.6,0.9,5,9.1,0
6,736,0.3,0,0,0.5,4.9,8,0
6,821,-0.2,0.1,0,0.1,5,8.5,0
6,912,-0.2,0,0.6,0,4.9,8.6,0
6,1007,0.2,-0.1,-0.1,0.4,4.8,7.9,0
6,1110,0,0.3,0.3,0.9,5.3,8.3,0
6,1201,-0.1,-0.2,-2,1.1,5.7,7.5,0
6,1291,0.8,-0.3,-0.6,1,5.3,7.2,0
6,1381,-1,0.6,2.5,-0.9,6,10,0
6,1466,-0.6,-0.1,0.7,0.1,5.3,8.4,0
6,1559,0.4,-0.1,-0.4,1.5,5.4,8.4,0
6,1661,0,-0.3,-0.7,0.2,5.5,8.6,0
6,1746,0.2,0,-0.5,1.1,5.3,7.5,0
6,1830,-0.3,0.1,1,0.7,5.3,9.2,0
6,1919,0,-0.2,-0.2,0.7,5,8.2,0
6,2017,-0.1,0,0.4,0.7,5,8.7,0
6,2108,-0.1,0,0,0.6,5,8.5,0
6,2193,0,0,0,0.6,5.1,8.3,0
6,2278,0,0,0.1,0.7,5,8.4,0
6,2368,0,0,-0.1,0.5,5.1,8.4,0
6,2455,0,0,0,0.5,5.1,8.3,0
6,2540,0,0,0.2,0.6,5,8.5,0
6,2624,0,0,-0.1,0.5,5.1,8.2,0
6,2712,-0.2,0,0.1,0.4,4.9,8.3,0
6,2799,0,0,0.2,0.5,4.9,8.4,0
6,2889,0,0,0.5,0.6,4.8,8.9,0
6,2972,0,0,0.3,0.6,4.8,8.5,0
6,3067,0.1,0,1.1,0.2,4.8,9.4,0
6,3151,0.1,0,0.1,0.2,4.8,8.8,0
6,3237,0.3,-0.1,-0.2,0.6,5,8.6,0
6,3330,-0.1,0,0,0.4,4.9,8.7,0
6,3415,-0.1,0,-0.1,0.3,4.9,8.4,0
6,3500,0,0,0.1,0.3,4.9,8.5,0
6,3585,0,0,0.2,0.3,4.9,8.8,0
6,3674,0,0,0,0.2,4.9,8.6,0
6,3759,-0.2,0.4,0.2,0.1,5.4,8.9,0
6,3843,0.4,0,-0.4,0.6,5,8.3,0
6,3928,0.5,-0.5,0.7,0.7,4.5,8.8,0
6,4018,0.1,-1.1,0.4,-0.9,4.8,9.2,0
6,4112,-1,-1.6,-1.1,-1.4,4,7.6,0
6,4200,-0.9,0.4,0.4,-0.9,6.1,6.8,0
6,4292,0.6,0.6,-0.7,0.2,6.2,8,0
6,4378,0.2,0.8,-0.1,0.6,6.3,8.1,0
6,4467,-0.2,0.8,0.9,0.4,6.5,8.5,0
6,4552,-0.2,0.5,1.5,0.1,6.4,9.1,0
6,4637,-0.3,0.3,0.9,-0.4,6.3,8.5,0
6,4725,-0.2,0.4,0.8,-1.1,7.1,8.7,0
6,4813,0.1,0.1,-0.7,-0.4,7.7,5.9,0
6,4898,0.1,0.2,-2.4,-0.1,7.9,2.9,0
6,4982,0.1,-0.3,-3,-0.1,8.2,1.4,0
7,0,-0.2,0,0.2,0.2,5.2,8.3,0
7,83,-0.1,0,-0.1,0,5.1,8.2,0
7,176,-0.1,0,-0.2,0.1,5.2,8.2,0
7,263,-0.2,-0.1,-0.3,0,5.1,8.1,0
7,355,0.7,0.2,0.3,0.9,5.3,8.4,0
7,439,0.7,-0.3,0.2,1.1,4.9,8.6,0
7,531,-0.1,0,0,0.3,5.2,8.4,0
7,616,-0.2,0.2,0,0,5.4,8.2,0
7,700,-0.3,0.1,0,0,5.3,8.1,0
7,785,-0.1,-0.1,0,0.1,5.1,8.4,0
7,875,0,0.2,-0.2,0.2,5.2,8.2,0
7,960,0.1,-0.1,0,0.4,5,8.8,0
7,1049,0.2,-0.1,-0.2,0.4,5,8.5,0
7,1139,0.1,0,-0.1,0.3,5,8.2,0
7,1223,0.3,0.2,1.4,0.4,4.9,9.3,0
7,1308,0.2,-0.1,-0.6,0.4,5.2,8.2,0
7,1397,-0.1,0.1,-0.4,-0.2,5.5,8.1,0
7,1492,0.3,-0.4,-0.7,-1,5,7,0
7,1578,0.1,0.1,-0.3,0.3,5.1,7.4,0
7,1664,-0.2,0.2,0.8,-0.8,5.5,8.7,0
7,1764,0.3,-0.3,-0.4,0.1,5.2,7.4,0
7,1851,-0.3,0.4,-2.5,-1,5.2,8.5,0
7,1936,0,0.4,-0.9,0.6,5.1,7.3,0
7,2020,-0.2,-0.1,-0.2,0,5.1,7.9,0
7,2107,0,0.1,0.4,-0.1,5.2,8.6,0
7,2198,-0.1,0.2,0.3,-0.2,5.4,8.4,0
7,2282,0.5,-0.2,-0.4,0.7,5.1,7.8,0
7,2378,-0.4,0.6,1.5,0.1,5.7,8.3,0
7,2469,-0.1,-0.3,0,-0.2,5.4,7,0
7,2559,-0.4,-0.6,-1.2,0.1,5.2,6.9,0
7,2652,-0.2,0.5,1.9,-0.2,5.9,9.1,0
7,2743,0.3,-0.4,0.4,0.2,5.2,8,0
7,2828,-0.2,0.1,-0.3,-0.3,5.6,7.9,0
7,2914,0.2,-0.1,0.3,0.2,5.2,8.5,0
7,3003,0.2,-0.1,-0.3,0.3,5.3,7.7,0
7,3086,0.1,0.1,-0.3,0.2,5.3,8.1,0
7,3177,-0.1,0.1,0.2,0.1,5.5,8.2,0
7,3260,0.5,-0.2,-0.7,-0.5,5.3,6.7,0
7,3351,0.1,0.1,0.1,0.6,5.1,7.5,0
7,3439,-0.4,0.1,-0.3,0.4,5.5,8.3,0
7,3524,0.3,-0.3,-0.7,0.4,5,7.7,0
7,3610,-0.3,0.5,2,-0.5,5.7,9.6,0
7,3709,0.3,-0.3,0.4,0.3,5,8.5,0
7,3802,-0.2,0.1,0,0,5.3,8.5,0
7,3896,-0.1,0,0.3,0.2,5.2,8.2,0
7,3981,-0.1,0,-0.5,0.1,5.2,8.2,0
7,4065,0,0,0.2,0.2,5.3,8.4,0
7,4149,0,0,-0.4,0.2,5.2,7.4,0
7,4251,0.2,0,0.3,0.5,4.9,9.5,0
7,4336,0.2,0.2,-0.1,-0.4,5.5,7.2,0
7,4429,-0.1,-0.1,0.6,0,5.3,8.8,0
7,4520,0,0,0,0,5.3,8.6,0
7,4603,0,-0.1,-0.1,0.2,5.2,8,0
7,4688,-0.1,0,0.4,0,5.2,8.8,0
7,4780,0,-0.1,-0.2,0.1,5.2,8.1,0
7,4865,0,0,0,0.1,5.2,8.3,0
7,4951,0,0,-0.2,0.2,5.1,8.4,0
8,32,0,0.1,-0.3,-0.1,5.1,8.5,0
8,122,0,0,-0.1,0,5.1,8.2,0
8,206,0.3,0.1,0.6,0.2,5,8.9,0
8,291,0.1,0,0.2,0.1,5,8.5,0
8,379,0,0,-0.3,0.1,5,7.8,0
8,460,0,0.1,0.4,0.1,5.1,8.5,0
8,559,0,0,-0.2,0.2,5,8.5,0
8,650,0.1,-0.1,-0.1,0.3,4.9,8.2,0
8,735,-0.1,0.1,0.1,0,5.1,8.5,0
8,820,0.1,0,-0.2,0.3,5,8.2,0
8,904,0,0,0,0.2,5,8.4,0
8,993,0,-0.1,0.1,0.1,4.9,9,0
8,1079,0.1,0,0.2,0.3,4.9,8.2,0
8,1164,0.1,0.1,0.1,0.4,5,8.6,0
8,1249,-0.1,0,-0.1,0.3,5,8.4,0
8,1333,0,-0.1,0.1,0.4,5,8.5,0
8,1427,0,-0.1,0,0.2,5,8.1,0
8,1513,-0.2,0.1,0.2,0,5.1,8.1,0
8,1598,-0.1,0.1,0.2,0.2,5.1,8.3,0
8,1682,0.1,0,-0.1,0.3,5.1,8.1,0
8,1767,0,0,0.2,0.2,5.2,8.4,0
